03af0675-a78a-4973-b40c-2bd6f1296e64	Failed	restart.pedestal.failed
06073ac0-1c95-4dd1-b27f-51b2df12141a	Failed	restart.pedestal.failed
158f9cad-4d1a-44d8-a47a-508066b72759	Failed	restart.pedestal.failed
2e75c77c-b637-4661-a0d8-9b7299cbd9f1	Failed	restart.pedestal.failed
38397588-e431-4179-ae9e-e38047b6114d	Failed	restart.pedestal.failed
4787a01f-1048-4a2e-b93e-804db3c59313	Running	restart.pedestal.started
82ca5771-d4cf-4695-8b61-40181bb514b2	Failed	restart.pedestal.failed
c40bbb6d-2a85-4ba8-8614-e594fb31b74a	Running	restart.pedestal.started
cc9d17ef-f66c-4d4a-a928-e8833b4d5b9d	Failed	restart.pedestal.failed
f6fe5ede-6c71-46ed-aabb-b313449f1e58	Running	restart.pedestal.started
