0abd3432-d8eb-4d42-9fb2-2664b6ae3be1	Completed	datapack.result.collection
153a99a7-7de2-43a7-96c1-49a8cfc6fec9	Completed	datapack.result.collection
49bdda58-ec53-483b-8d5d-03a55bc11d38	Completed	datapack.result.collection
63f90861-f5b4-4a20-ba0c-0cebf84f264e	Completed	datapack.result.collection
b29de314-e560-465e-ab1a-871cf4792917	Completed	datapack.result.collection
be28f4b4-111e-4652-95a8-83a7ff316bde	Completed	datapack.result.collection
d41aa336-7127-48a6-b6f2-11d5626d59b1	Completed	datapack.no_anomaly
d42ff221-ffdc-4bc2-b9a3-347aceb19461	Completed	datapack.no_anomaly
d51096df-8723-4ff8-916c-c004b4767de0	Completed	datapack.result.collection
f29e6320-4292-4964-8e3f-49740465ec0c	Completed	datapack.result.collection
